Gene,Leg_MF1,Leg_MF2,Leg_MF3,Leg_VF1,Leg_VF2,Leg_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038046624.1,52.7702743,184.6365715,292.5757898,691.4472801,301.0393391,415.4315862,OR173,317.9876912,1.369878718,0.620921255,2.206203614,0.027369746,0.099611674
XM_038046625.1,0,0,0,19.41428648,0,0,nan,3.077760332,5.076661102,3.920871711,1.294778681,0.195396588,NA
XM_038046626.1,574.4763952,587.5511238,559.7889725,628.7242007,449.9169759,436.0998243,nan,532.012976,-0.203372681,0.217327851,-0.935787475,0.349382622,0.488605604
XM_038046627.1,27.58446157,111.8772446,79.7110511,250.8923176,157.6351448,262.4866241,OR140,146.2171371,1.574016014,0.54037176,2.912839141,0.00358159,0.03336261
XM_038046628.1,1957.297447,1811.941948,1780.817346,2937.530885,1777.774133,1673.093876,OR144,1959.023385,0.185140681,0.271783906,0.681205464,0.495741491,0.624678476
XM_038046629.1,37.17905689,133.7832785,96.01558428,291.2142972,170.7714069,276.9543908,OR143,165.1203605,1.434403101,0.518776557,2.764972859,0.005692753,0.043817331
XM_038046630.1,1758.209594,1276.808834,1244.579366,1184.271475,1042.143457,805.0278747,nan,1200.04496,-0.509643566,0.240430096,-2.119716181,0.034029988,0.112224186
XM_038046631.1,11.99324416,141.6068621,166.6685614,477.8901288,133.5519977,235.6179145,OR135,191.847094,1.358269492,0.849947034,1.598063688,0.110028804,0.224537556
XM_038046632.1,11.99324416,141.6068621,166.6685614,477.8901288,133.5519977,235.6179145,OR138,191.847094,1.358269492,0.849947034,1.598063688,0.110028804,0.224537556
XM_038046633.1,11.99324416,141.6068621,166.6685614,477.8901288,133.5519977,235.6179145,OR139,191.847094,1.358269492,0.849947034,1.598063688,0.110028804,0.224537556
XM_038046634.1,0,0.782358354,4.529036994,22.40109979,0,0,nan,4.568642116,1.828498299,2.601586353,0.702839749,0.482155623,NA
XM_038046635.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046636.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046637.1,341.8074585,263.6547653,201.9950499,161.2879185,207.9908161,151.9115502,nan,218.2628124,-0.643117291,0.291714229,-2.204614056,0.027481189,0.099611674
XM_038046638.1,56.36824755,54.76508478,81.5226659,22.40109979,54.73442529,62.00471435,nan,54.70488548,-0.49013244,0.506327768,-0.968014141,0.333037307,0.471910437
XM_038046639.1,56.36824755,61.02395161,82.4284733,22.40109979,54.73442529,65.10495007,nan,56.20766405,-0.504492568,0.506841128,-0.99536628,0.319558153,0.458351606
XM_038046640.1,483.3277396,905.9709739,895.8435175,2141.54514,1123.150407,1680.327759,nan,1186.278374,1.084673593,0.373556789,2.903637749,0.003688547,0.034000382
XM_038046641.1,483.3277396,905.9709739,895.8435175,2141.54514,1123.150407,1680.327759,nan,1186.278374,1.084673593,0.373556789,2.903637749,0.003688547,0.034000382
XM_038046642.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046643.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046644.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046645.1,43.17567897,97.79479425,53.44263653,171.741765,71.15475287,118.8423692,nan,91.27239263,0.869607715,0.506273299,1.717664585,0.085857813,0.191833099
XM_038046646.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046647.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046648.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046649.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046650.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046651.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046652.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046653.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046654.1,99.54392652,654.8339423,685.6962009,1702.483584,758.6191345,1106.784151,nan,822.8081717,1.268251231,0.669331119,1.894803924,0.058118383,0.153037467
XM_038046655.1,52.7702743,76.67111869,70.65297711,206.090118,125.8891782,94.04048343,nan,102.8627043,1.060076054,0.409532039,2.588505787,0.009639333,0.060019959
XM_038046656.1,838.3277667,1353.479952,1442.045379,2187.840746,1634.369939,1652.425637,nan,1497.249601,0.565822391,0.296944994,1.905478805,0.05671786,0.151197705
XM_038046657.1,838.3277667,1353.479952,1442.045379,2187.840746,1634.369939,1652.425637,nan,1497.249601,0.565822391,0.296944994,1.905478805,0.05671786,0.151197705
XM_038046658.1,1302.466316,1002.98341,1144.034745,1763.713257,1527.090466,1489.146556,nan,1349.475407,0.456538629,0.166013989,2.750000959,0.005959509,0.04515638
XM_038046659.1,43.17567897,14.08245037,12.68130358,37.33516631,26.27252414,13.43435478,nan,23.81940194,0.11896418,0.721895823,0.164794111,0.86910604,0.913264281
XM_038046660.1,1302.466316,1002.98341,1144.034745,1763.713257,1527.090466,1489.146556,nan,1349.475407,0.456538629,0.166013989,2.750000959,0.005959509,0.04515638
XM_038046661.1,381.3851643,467.8502957,394.9320259,456.9824356,388.6144195,381.3289933,nan,406.4046371,-0.039830856,0.199474871,-0.199678565,0.841731979,0.893766078
XM_038046662.1,1.199324416,3.91179177,0,0,1.094688506,2.066823812,nan,1.326993836,-0.765854141,2.255458959,-0.339555787,0.734191079,NA
XM_038046663.1,0,0.782358354,0,0,0,0,nan,0.169080605,-0.978613511,4.080472857,-0.239828458,0.810463245,NA
XM_038046664.1,175.1013647,179.9424214,210.1473165,231.4780311,188.286423,132.2767239,nan,183.4935126,-0.054878534,0.295815502,-0.185516084,0.852824266,0.901278048
XM_038046665.1,175.1013647,179.9424214,210.1473165,231.4780311,188.286423,132.2767239,nan,183.4935126,-0.054878534,0.295815502,-0.185516084,0.852824266,0.901278048
XM_038046666.1,175.1013647,179.9424214,210.1473165,231.4780311,188.286423,132.2767239,nan,183.4935126,-0.054878534,0.295815502,-0.185516084,0.852824266,0.901278048
XM_038046667.1,353.8007027,672.8281844,632.2535644,1478.472586,937.0533609,1024.111199,nan,837.0469047,1.023695168,0.348920455,2.93389268,0.003347399,0.03218513
XM_038046668.1,327.4155656,513.2270802,451.0920846,782.5450859,685.2750046,714.0876269,nan,570.7088255,0.733486326,0.250299547,2.930434088,0.003384888,0.032457263
XM_038046669.1,1.199324416,14.08245037,17.21034058,1.493406652,16.42032759,7.233883341,nan,9.316172412,-0.442997581,1.29631545,-0.341735941,0.732549621,NA
XM_038046670.1,2.398648832,14.86480873,1.811614798,0,1.094688506,10.33411906,nan,4.983096895,-0.82902689,1.706571556,-0.485785016,0.627119599,NA
XM_038046671.1,2.398648832,18.7766005,10.86968879,29.86813305,8.757508046,10.33411906,nan,13.34659517,0.573775419,0.987637455,0.580957533,0.561269075,0.679814081
XM_038046672.1,7.195946496,31.29433416,19.02195538,41.81538627,14.23095057,25.83529765,nan,22.88670045,0.488101949,0.753990269,0.647358419,0.517400001,0.64378176
XM_038046673.1,17.98986624,76.67111869,83.33428069,146.3538519,54.73442529,78.53930484,nan,75.37435098,0.616338272,0.671928549,0.917267577,0.359002443,0.497696303
XM_038046674.1,2.398648832,18.7766005,10.86968879,29.86813305,8.757508046,10.33411906,nan,13.34659517,0.573775419,0.987637455,0.580957533,0.561269075,0.679814081
XM_038046675.1,2.398648832,18.7766005,3.623229595,22.40109979,8.757508046,10.33411906,nan,10.88052145,0.67309453,1.036868772,0.649160769,0.516234466,NA
XM_038046676.1,2121.604892,2271.186302,2318.866941,2169.919866,2275.857403,2508.090695,nan,2246.790155,0.032774613,0.145701601,0.224943396,0.822023309,0.879787782
XM_038046677.1,2121.604892,2271.186302,2318.866941,2169.919866,2275.857403,2508.090695,nan,2246.790155,0.032774613,0.145701601,0.224943396,0.822023309,0.879787782
XM_038046678.1,267.4493448,176.0306296,163.0453318,152.3274785,168.5820299,167.4127287,nan,179.415852,-0.322214502,0.271018435,-1.188902525,0.234478027,0.370496747
XM_038046679.1,170.3040671,820.6939133,860.5170289,2647.809995,1026.817818,1335.168182,nan,1125.985642,1.396988331,0.631092894,2.213601744,0.026856187,0.099524213
XM_038046680.1,169.1047426,818.3468382,860.5170289,2647.809995,1023.533753,1335.168182,nan,1124.822498,1.399219324,0.632175574,2.213339745,0.026874231,0.099556278
XM_038046681.1,181.0979868,890.3238068,903.0899767,2904.675939,1101.256637,1472.611966,nan,1222.761105,1.433809828,0.632751708,2.265991241,0.02345192,0.092504561
XM_038046682.1,822.7365493,846.511739,849.6473401,863.1890451,747.6722494,815.3619937,nan,812.9403588,-0.073085212,0.13966457,-0.523290995,0.600771766,0.710886991
XM_038046683.1,374.1892178,347.3671092,306.1629008,280.7604507,241.9261598,208.749205,nan,289.133332,-0.50426617,0.208818924,-2.414849001,0.015741734,0.07596812
XM_038046684.1,580.4730173,574.2510318,473.7372696,461.4626556,425.8338287,486.7370077,nan,493.3459831,-0.261282756,0.17144417,-1.524010733,0.12750603,0.246344703
XM_038046685.1,175.1013647,127.5244117,127.7188432,170.2483584,190.4758,122.9760168,nan,149.9782068,0.153066479,0.289383589,0.528939735,0.596847256,0.707601626
XM_038046686.1,0,0,0,0,1.094688506,0,OR82,0.165380504,0.94493984,4.080472857,0.231576063,0.816867301,NA
XM_038046687.1,284.2398866,1015.501143,1296.210388,3128.686937,1540.226728,1634.857635,nan,1461.472729,1.244327606,0.571985416,2.17545338,0.029596158,0.1036281
XM_038046688.1,859.9156062,1101.560562,994.5765239,1254.461588,988.5037207,952.8057772,nan,1011.861737,0.090734312,0.214672544,0.422663793,0.672540576,0.767826212
XM_038046689.1,456.9426025,468.632654,535.3321727,473.4099088,472.9054345,425.7657052,nan,465.9272272,-0.108650302,0.172565419,-0.629618044,0.528944515,0.654382486
XM_038046690.1,2206.756925,2146.791323,1806.179953,1633.786878,2006.564031,1953.148502,nan,1931.999599,-0.154048281,0.17644111,-0.873086101,0.382616149,0.51997739
XM_038046691.1,34.78040806,266.0018403,178.4440576,649.6318938,261.6305529,339.992517,nan,284.2845296,1.344807241,0.697740171,1.927375401,0.053932863,0.146706521
XM_038046692.1,1599.898771,1869.836466,2001.834351,3328.803428,2099.612554,2238.370188,nan,2157.291289,0.464607787,0.255175056,1.820741392,0.068646177,0.167766291
XM_038046693.1,1673.05756,1941.031076,2037.16084,3352.697935,2142.305406,2295.207843,nan,2206.920717,0.441387787,0.247131105,1.786047073,0.074091637,0.17629818
XM_038046694.1,1511.148764,1716.494229,1804.368339,2761.3089,1817.18292,1918.012497,nan,1893.038615,0.347447925,0.237085249,1.465497857,0.142785136,0.265608809
XM_038046695.1,1495.557547,1698.499986,1780.817346,2741.894614,1793.099772,1909.745202,nan,1875.404878,0.352207975,0.237590024,1.48241904,0.138228831,0.259942296
XM_038046696.1,1495.557547,1698.499986,1780.817346,2741.894614,1793.099772,1909.745202,nan,1875.404878,0.352207975,0.237590024,1.48241904,0.138228831,0.259942296
XM_038046697.1,1850.557574,1178.231681,1067.041116,724.3022264,926.1064759,813.2951699,nan,1076.011663,-0.741424413,0.269696049,-2.749111145,0.005975712,0.045240653
XM_038046698.1,148.7162276,83.71234387,93.29816208,80.64395923,79.91226092,69.23859769,nan,91.13596053,-0.512002907,0.32914623,-1.555548446,0.119815506,0.237225303
XM_038046699.1,27.58446157,16.42952543,9.058073989,11.94725322,16.42032759,7.233883341,nan,14.4123981,-0.602467124,0.714525798,-0.843170569,0.399133056,0.535863373
XM_038046700.1,27.58446157,16.42952543,9.058073989,11.94725322,16.42032759,7.233883341,nan,14.4123981,-0.602467124,0.714525798,-0.843170569,0.399133056,0.535863373
XM_038046701.1,966.6554793,2084.202655,2340.606319,5153.746358,2645.862118,3305.884687,nan,2708.773476,1.011410974,0.425697412,2.375891759,0.017506597,0.07989843
XM_038046702.1,5.99662208,14.08245037,8.15226659,8.960439915,3.284065517,4.133647623,nan,7.26812452,-0.83622324,0.893152275,-0.936260549,0.349139055,NA
XM_038046703.1,966.6554793,2084.202655,2340.606319,5153.746358,2645.862118,3305.884687,nan,2708.773476,1.011410974,0.425697412,2.375891759,0.017506597,0.07989843
XM_038046704.1,458.1419269,395.8733271,299.822249,295.6945172,272.5774379,242.8517979,nan,322.9258105,-0.520681481,0.235169835,-2.21406577,0.026824255,0.099452709
XM_038046705.1,458.1419269,393.526252,299.822249,283.747264,271.4827494,241.818386,nan,320.1502747,-0.544895768,0.231556717,-2.353184886,0.018613377,0.082212958
XM_038046706.1,458.1419269,395.8733271,299.822249,295.6945172,272.5774379,242.8517979,nan,322.9258105,-0.520681481,0.235169835,-2.21406577,0.026824255,0.099452709
XM_038046707.1,471.3344955,416.9970027,306.1629008,310.6285837,286.8083885,251.1190931,nan,335.6036601,-0.50575514,0.24081955,-2.100141539,0.035716392,0.114873009
XM_038046708.1,213.479746,427.9500196,524.4624839,1182.778069,622.8777598,629.3478507,nan,591.0338151,1.03351904,0.443452248,2.330620816,0.019773363,0.085206314
XM_038046709.1,27.58446157,18.7766005,12.68130358,34.34835301,20.79908161,15.50117859,nan,21.44382097,0.231397285,0.577172173,0.400915526,0.688482319,0.780437023
XM_038046710.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046711.1,1464.375112,1191.531773,1023.562361,858.7088252,1111.108833,1037.545553,nan,1098.448899,-0.302726792,0.21410245,-1.413934276,0.157381201,0.283848476
XM_038046712.1,1319.256858,1654.687919,1615.054592,2755.335274,1788.721018,1758.867064,nan,1788.97367,0.435460995,0.262599504,1.658270443,0.097262892,0.207597964
XM_038046713.1,1524.341333,2994.867779,3217.427881,6887.591481,3645.312724,3719.249449,nan,3611.554941,0.851847472,0.408939204,2.083066294,0.037245181,0.117207831
XM_038046714.1,3090.65902,2592.735585,2900.395291,1787.607763,2076.624095,1723.731059,nan,2330.76932,-0.63308433,0.158617022,-3.991276105,6.57187142525957e-05,0.002098347
XM_038046715.1,1680.253507,4387.465649,4942.990976,10833.17186,5374.920563,5868.746213,nan,5435.462699,0.970688278,0.481859706,2.014462439,0.043961005,0.128713887
XM_038046716.1,1733.023781,1696.93527,1680.272725,1459.058299,1564.309875,1603.855278,nan,1600.707159,-0.159807993,0.121052779,-1.320151376,0.186784483,0.318483016
XM_038046717.1,2463.41235,1963.719468,1851.470323,2034.019861,1673.778725,1354.803009,nan,1861.868991,-0.323913613,0.226649309,-1.429140088,0.152963973,0.278201012
XM_038046718.1,277.0439401,639.1867752,612.3258016,999.0890505,759.713823,935.2377748,nan,694.3028245,0.788506662,0.378840156,2.081370331,0.037400022,0.117538967
XM_038046719.1,381.3851643,1043.666044,1384.979513,3503.532007,1463.598532,2331.37726,nan,1658.04251,1.342580351,0.529651743,2.534836085,0.011249995,0.065196956
XM_038046720.1,376.5878666,1028.018877,1370.486594,3406.460574,1442.799451,2314.842669,nan,1630.238665,1.333817312,0.527370032,2.529186778,0.011432717,0.065811846
XM_038046721.1,376.5878666,1028.018877,1370.486594,3406.460574,1442.799451,2314.842669,nan,1630.238665,1.333817312,0.527370032,2.529186778,0.011432717,0.065811846
XM_038046722.1,376.5878666,1028.018877,1370.486594,3406.460574,1442.799451,2314.842669,nan,1630.238665,1.333817312,0.527370032,2.529186778,0.011432717,0.065811846
XM_038046723.1,2.398648832,0,0.905807399,0,0,0,nan,0.486689706,-2.434985592,3.996072422,-0.60934471,0.542295977,NA
XM_038046724.1,1.199324416,3.91179177,0,4.480219957,2.189377011,7.233883341,IR70,2.954148785,1.347157,1.520627117,0.885921989,0.375659566,NA
XM_038046725.1,181.0979868,184.6365715,251.8144569,67.20329936,95.2379,114.7087215,nan,147.6052062,-1.17605455,0.324885936,-3.61989985,0.000294717,0.006539116
XM_038046726.1,480.9290908,493.6681214,474.643077,364.3912232,363.4365839,362.727579,nan,417.8557627,-0.429022369,0.144067738,-2.977921182,0.002902106,0.029609023
XM_038046727.1,0,0.782358354,0.905807399,0,0,1.033411906,nan,0.49901339,-0.932676002,3.350974067,-0.278329818,0.780759189,NA
XM_038046728.1,2282.314364,2667.841987,2484.629695,3092.845177,2709.354052,3003.094998,nan,2668.919544,0.224029524,0.154972394,1.44560923,0.148286836,0.272570593
XM_038046729.1,2282.314364,2667.841987,2484.629695,3092.845177,2709.354052,3003.094998,nan,2668.919544,0.224029524,0.154972394,1.44560923,0.148286836,0.272570593
XM_038046730.1,2282.314364,2667.841987,2484.629695,3092.845177,2709.354052,3003.094998,nan,2668.919544,0.224029524,0.154972394,1.44560923,0.148286836,0.272570593
XM_038046731.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046732.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046733.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046734.1,11.99324416,40.68263441,16.30453318,34.34835301,36.12472069,63.03812626,nan,33.23958411,0.916256689,0.644889573,1.420796253,0.155376,0.28133287
XM_038046735.1,4487.871964,3112.221532,3124.129719,3180.95617,2915.155491,3298.650803,nan,3299.745925,-0.202450553,0.198083358,-1.022047259,0.306758534,0.446123451
XM_038046736.1,4487.871964,3112.221532,3124.129719,3180.95617,2915.155491,3298.650803,nan,3299.745925,-0.202450553,0.198083358,-1.022047259,0.306758534,0.446123451
XM_038046737.1,4487.871964,3112.221532,3124.129719,3180.95617,2915.155491,3298.650803,nan,3299.745925,-0.202450553,0.198083358,-1.022047259,0.306758534,0.446123451
XM_038046738.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046739.1,58.76689638,54.76508478,49.81940694,52.26923284,42.69285172,69.23859769,nan,53.84920898,-0.016911225,0.34110712,-0.04957746,0.960459109,0.974198334
XM_038046740.1,876.7061481,1139.896122,1202.912226,1058.825317,922.8224103,1001.376137,nan,1021.083705,-0.132305486,0.209809607,-0.630597844,0.528303509,0.65397108
XM_038046741.1,761.5710041,698.6460101,617.760646,552.5604614,542.9654988,509.4720696,nan,605.4629037,-0.388490689,0.155841767,-2.492853468,0.012672113,0.068483678
XM_038046742.1,761.5710041,698.6460101,617.760646,552.5604614,542.9654988,509.4720696,nan,605.4629037,-0.388490689,0.155841767,-2.492853468,0.012672113,0.068483678
XM_038046743.1,98.34460211,71.97696856,127.7188432,67.20329936,81.00694942,58.90447863,nan,83.07996523,-0.540523348,0.350662618,-1.541434189,0.123211148,0.241111276
XM_038046744.1,121.131766,110.3125279,112.3201175,67.20329936,90.85914598,102.3077787,nan,99.15754442,-0.414817439,0.279329439,-1.485047337,0.137531285,0.259297534
XM_038046745.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046746.1,476.1317931,263.6547653,261.7783383,319.5890236,244.1155368,187.047555,nan,287.1073149,-0.423948276,0.351684335,-1.205479555,0.228018226,0.363980616
XM_038046747.1,476.1317931,263.6547653,261.7783383,319.5890236,244.1155368,187.047555,nan,287.1073149,-0.423948276,0.351684335,-1.205479555,0.228018226,0.363980616
XM_038046748.1,476.1317931,263.6547653,261.7783383,319.5890236,244.1155368,187.047555,nan,287.1073149,-0.423948276,0.351684335,-1.205479555,0.228018226,0.363980616
XM_038046749.1,476.1317931,263.6547653,261.7783383,319.5890236,244.1155368,187.047555,nan,287.1073149,-0.423948276,0.351684335,-1.205479555,0.228018226,0.363980616
