Gene,converted_alias,Gene-id,description,GO_Name,GO_Domain
XM_038064772.1,GO:0000981,LOC119657729,homeobox protein B-H1-like,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064773.1,nan,,,,
XM_038064774.1,GO:0003676,LOC119657728,uncharacterized LOC119657728,nucleic acid binding,molecular_function
XM_038064775.1,nan,,,,
XM_038064776.1,nan,,,,
XM_038064777.1,GO:0016020,LOC119657734,"uncharacterized LOC119657734, transcript variant X1",membrane,cellular_component
XM_038064778.1,GO:0016020,LOC119657734,"uncharacterized LOC119657734, transcript variant X1",membrane,cellular_component
XM_038064779.1,GO:0003824,LOC119657735,probable 4-coumarate--CoA ligase 3,catalytic activity,molecular_function
XM_038064780.1,nan,,,,
XM_038064781.1,GO:0003779,LOC119657739,kelch-like protein 8,actin binding,molecular_function
XM_038064782.1,nan,,,,
XM_038064783.1,GO:0005515,LOC119657737,guanine nucleotide exchange factor subunit Rich,protein binding,molecular_function
XM_038064784.1,nan,,,,
XM_038064785.1,GO:0005515,LOC119657741,uncharacterized LOC119657741,protein binding,molecular_function
XM_038064786.1,GO:0005886,LOC119657742,proton channel OtopLc,plasma membrane,cellular_component
XM_038064787.1,GO:0015276,LOC119657743,uncharacterized LOC119657743,ligand-gated monoatomic ion channel activity,molecular_function
XM_038064788.1,nan,,,,
XM_038064789.1,nan,,,,
XM_038064790.1,nan,,,,
XM_038064791.1,nan,,,,
XM_038064792.1,nan,,,,
XM_038064793.1,nan,,,,
XM_038064794.1,GO:0003676,LOC119657747,"cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1, transcript variant X2",nucleic acid binding,molecular_function
XM_038064795.1,GO:0003676,LOC119657747,"cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1, transcript variant X2",nucleic acid binding,molecular_function
XM_038064796.1,GO:0005975,LOC119657746,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic, transcript variant X5",carbohydrate metabolic process,biological_process
XM_038064797.1,GO:0003676,LOC119657747,"cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1, transcript variant X2",nucleic acid binding,molecular_function
XM_038064798.1,GO:0003676,LOC119657747,"cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1, transcript variant X2",nucleic acid binding,molecular_function
XM_038064799.1,GO:0005737,LOC119657748,"sporulation-specific protein 15-like, transcript variant X2",cytoplasm,cellular_component
XM_038064800.1,GO:0005737,LOC119657748,"sporulation-specific protein 15-like, transcript variant X2",cytoplasm,cellular_component
XM_038064801.1,nan,,,,
XM_038064802.1,nan,,,,
XM_038064803.1,GO:0043226,LOC119657750,cilia- and flagella-associated protein 58-like,organelle,cellular_component
XM_038064804.1,GO:0003824,LOC119657751,galactose mutarotase,catalytic activity,molecular_function
XM_038064805.1,GO:0005975,LOC119657746,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic, transcript variant X5",carbohydrate metabolic process,biological_process
XM_038064806.1,GO:0000145,LOC119657752,exocyst complex component 2,exocyst,cellular_component
XM_038064807.1,GO:0005515,LOC119657753,NEDD8 ultimate buster 1-like,protein binding,molecular_function
XM_038064808.1,GO:0016020,LOC119657754,CKLF-like MARVEL transmembrane domain-containing protein 4,membrane,cellular_component
XM_038064809.1,GO:0005515,LOC119657755,"netrin-B, transcript variant X2",protein binding,molecular_function
XM_038064810.1,GO:0005515,LOC119657755,"netrin-B, transcript variant X2",protein binding,molecular_function
XM_038064811.1,GO:0042302,LOC119657756,tyrosine-protein phosphatase non-receptor type 23,structural constituent of cuticle,molecular_function
XM_038064812.1,GO:0004587,LOC119657757,"ornithine aminotransferase, mitochondrial",ornithine aminotransferase activity,molecular_function
XM_038064813.1,GO:0005975,LOC119657746,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic, transcript variant X5",carbohydrate metabolic process,biological_process
XM_038064814.1,GO:0005856,LOC119657758,"band 4.1-like protein 4, transcript variant X1",cytoskeleton,cellular_component
XM_038064815.1,GO:0005856,LOC119657758,"band 4.1-like protein 4, transcript variant X1",cytoskeleton,cellular_component
XM_038064816.1,GO:0005856,LOC119657758,"band 4.1-like protein 4, transcript variant X1",cytoskeleton,cellular_component
XM_038064817.1,GO:0005856,LOC119657758,"band 4.1-like protein 4, transcript variant X1",cytoskeleton,cellular_component
XM_038064818.1,GO:0005856,LOC119657758,"band 4.1-like protein 4, transcript variant X1",cytoskeleton,cellular_component
XM_038064819.1,GO:0005515,LOC119657759,"uncharacterized LOC119657759, transcript variant X1",protein binding,molecular_function
XM_038064820.1,GO:0005515,LOC119657759,"uncharacterized LOC119657759, transcript variant X1",protein binding,molecular_function
XM_038064821.1,GO:0003677,LOC119657760,"protein scalloped, transcript variant X4",DNA binding,molecular_function
XM_038064822.1,GO:0005975,LOC119657746,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic, transcript variant X5",carbohydrate metabolic process,biological_process
XM_038064823.1,GO:0003677,LOC119657760,"protein scalloped, transcript variant X4",DNA binding,molecular_function
XM_038064824.1,GO:0003677,LOC119657760,"protein scalloped, transcript variant X4",DNA binding,molecular_function
XM_038064825.1,GO:0003677,LOC119657760,"protein scalloped, transcript variant X4",DNA binding,molecular_function
XM_038064826.1,GO:0003677,LOC119657760,"protein scalloped, transcript variant X4",DNA binding,molecular_function
XM_038064827.1,GO:0016020,LOC119657763,"blood vessel epicardial substance, transcript variant X4",membrane,cellular_component
XM_038064828.1,GO:0016020,LOC119657763,"blood vessel epicardial substance, transcript variant X4",membrane,cellular_component
XM_038064829.1,GO:0016020,LOC119657763,"blood vessel epicardial substance, transcript variant X4",membrane,cellular_component
XM_038064830.1,GO:0005975,LOC119657746,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic, transcript variant X5",carbohydrate metabolic process,biological_process
XM_038064831.1,GO:0016020,LOC119657763,"blood vessel epicardial substance, transcript variant X4",membrane,cellular_component
XM_038064832.1,GO:0016020,LOC119657764,transmembrane protein 205,membrane,cellular_component
XM_038064833.1,GO:0016491,LOC119657766,very-long-chain 3-oxoacyl-CoA reductase,oxidoreductase activity,molecular_function
XM_038064834.1,GO:0004222,LOC119657767,mitochondrial-processing peptidase subunit alpha,metalloendopeptidase activity,molecular_function
XM_038064835.1,nan,,,,
XM_038064836.1,GO:0005743,LOC119657770,"cytochrome c oxidase subunit 6A1, mitochondrial-like",mitochondrial inner membrane,cellular_component
XM_038064837.1,GO:0000256,LOC119657771,allantoinase,allantoin catabolic process,biological_process
XM_038064838.1,GO:0003677,LOC119657772,"cyclic AMP response element-binding protein B, transcript variant X4",DNA binding,molecular_function
XM_038064839.1,GO:0003677,LOC119657772,"cyclic AMP response element-binding protein B, transcript variant X4",DNA binding,molecular_function
XM_038064840.1,GO:0003682,LOC119657769,NKAP family protein CG6066,chromatin binding,molecular_function
XM_038064841.1,GO:0003677,LOC119657772,"cyclic AMP response element-binding protein B, transcript variant X4",DNA binding,molecular_function
XM_038064842.1,GO:0003677,LOC119657772,"cyclic AMP response element-binding protein B, transcript variant X4",DNA binding,molecular_function
XM_038064843.1,nan,,,,
XM_038064844.1,GO:0006633,LOC119657774,estradiol 17-beta-dehydrogenase 8,fatty acid biosynthetic process,biological_process
XM_038064845.1,GO:0005515,LOC119657775,neural cell adhesion molecule 2,protein binding,molecular_function
XM_038064846.1,GO:0005783,LOC119657778,seipin,endoplasmic reticulum,cellular_component
XM_038064847.1,nan,,,,
XM_038064848.1,nan,,,,
XM_038064849.1,nan,,,,
XM_038064850.1,GO:0003995,LOC119657777,"glutaryl-CoA dehydrogenase, mitochondrial",acyl-CoA dehydrogenase activity,molecular_function
XM_038064851.1,GO:0005515,LOC119657780,"protein tramtrack, beta isoform, transcript variant X4",protein binding,molecular_function
XM_038064852.1,GO:0005515,LOC119657780,"protein tramtrack, beta isoform, transcript variant X4",protein binding,molecular_function
XM_038064853.1,GO:0005515,LOC119657780,"protein tramtrack, beta isoform, transcript variant X4",protein binding,molecular_function
XM_038064854.1,GO:0005515,LOC119657780,"protein tramtrack, beta isoform, transcript variant X4",protein binding,molecular_function
XM_038064855.1,GO:0005829,LOC119657781,uncharacterized protein F54F2.9,cytosol,cellular_component
XM_038064856.1,GO:0046872,LOC119657782,"mucin-17, transcript variant X2",metal ion binding,molecular_function
XM_038064857.1,GO:0046872,LOC119657782,"mucin-17, transcript variant X2",metal ion binding,molecular_function
XM_038064858.1,GO:0016020,LOC119657783,uncharacterized LOC119657783,membrane,cellular_component
XM_038064859.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064860.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064861.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064862.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064863.1,GO:0005576,LOC119657784,antigen 5 like allergen Cul n 1-like,extracellular region,cellular_component
XM_038064864.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064865.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064866.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064867.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064868.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064869.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064870.1,GO:0016020,LOC119657785,"uncharacterized LOC119657785, transcript variant X10",membrane,cellular_component
XM_038064871.1,GO:0005515,LOC119657787,"serine/arginine repetitive matrix protein 1, transcript variant X1",protein binding,molecular_function
XM_038064872.1,GO:0005515,LOC119657787,"serine/arginine repetitive matrix protein 1, transcript variant X1",protein binding,molecular_function
XM_038064873.1,nan,,,,
XM_038064874.1,GO:0004719,LOC119657790,protein-L-isoaspartate(D-aspartate) O-methyltransferase,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,molecular_function
XM_038064875.1,GO:0000981,LOC119657792,homeobox protein OTX2-A-like,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064876.1,GO:0006720,LOC119657789,farnesyl pyrophosphate synthase-like,isoprenoid metabolic process,biological_process
XM_038064877.1,GO:0005515,LOC119657793,BTB/POZ domain-containing protein KCTD5,protein binding,molecular_function
XM_038064878.1,GO:0004022,LOC119657794,alcohol dehydrogenase class-3-like,alcohol dehydrogenase (NAD+) activity,molecular_function
XM_038064879.1,nan,,,,
XM_038064880.1,GO:0004984,LOC119657796,odorant receptor 22c-like,olfactory receptor activity,molecular_function
XM_038064881.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064882.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064883.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064884.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064885.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064886.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064887.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064888.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064889.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064890.1,GO:0004867,LOC119657798,tissue factor pathway inhibitor,serine-type endopeptidase inhibitor activity,molecular_function
XM_038064891.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064892.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064893.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064894.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064895.1,GO:0004114,LOC119657797,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X14","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
XM_038064896.1,GO:0005634,LOC119657800,PHD finger protein 14,nucleus,cellular_component
XM_038064897.1,GO:0000062,LOC119657801,acyl-CoA-binding domain-containing protein 6,fatty-acyl-CoA binding,molecular_function
XM_038064898.1,GO:0003676,LOC119657802,"28 kDa ribonucleoprotein, chloroplastic",nucleic acid binding,molecular_function
XM_038064899.1,GO:0005576,LOC119657804,"probable insulin-like peptide 7, transcript variant X2",extracellular region,cellular_component
XM_038064900.1,GO:0005576,LOC119657804,"probable insulin-like peptide 7, transcript variant X2",extracellular region,cellular_component
XM_038064901.1,GO:0000139,LOC119657805,SREBP regulating gene protein,Golgi membrane,cellular_component
XM_038064902.1,GO:0006355,LOC119657803,SAP30-binding protein,regulation of DNA-templated transcription,biological_process
XM_038064903.1,GO:0000166,LOC119657806,serine/threonine-protein kinase Nek2,nucleotide binding,molecular_function
XM_038064904.1,GO:0005739,LOC119657807,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,mitochondrion,cellular_component
XM_038064905.1,GO:0005615,LOC119657808,"protein spaetzle-like, transcript variant X1",extracellular space,cellular_component
XM_038064906.1,GO:0005615,LOC119657808,"protein spaetzle-like, transcript variant X1",extracellular space,cellular_component
XM_038064907.1,GO:0005509,LOC119657786,SPARC-related modular calcium-binding protein 1,calcium ion binding,molecular_function
XM_038064908.1,GO:0005615,LOC119657808,"protein spaetzle-like, transcript variant X1",extracellular space,cellular_component
XM_038064909.1,GO:0005615,LOC119657808,"protein spaetzle-like, transcript variant X1",extracellular space,cellular_component
XM_038064910.1,GO:0046983,LOC119657809,"transcription factor 15, transcript variant X3",protein dimerization activity,molecular_function
XM_038064911.1,GO:0046983,LOC119657809,"transcription factor 15, transcript variant X3",protein dimerization activity,molecular_function
XM_038064912.1,GO:0046983,LOC119657809,"transcription factor 15, transcript variant X3",protein dimerization activity,molecular_function
XM_038064913.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064914.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064915.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064916.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064917.1,GO:0005515,LOC119657810,uncharacterized LOC119657810,protein binding,molecular_function
XM_038064918.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064919.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064920.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064921.1,GO:0000981,LOC119657811,"homeotic protein ocelliless, transcript variant X5","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038064922.1,GO:0005515,LOC119657812,structural maintenance of chromosomes protein 4,protein binding,molecular_function
XM_038064923.1,GO:0005515,LOC119657813,"uncharacterized LOC119657813, transcript variant X3",protein binding,molecular_function
XM_038064924.1,GO:0005515,LOC119657813,"uncharacterized LOC119657813, transcript variant X3",protein binding,molecular_function
XM_038064925.1,GO:0005515,LOC119657813,"uncharacterized LOC119657813, transcript variant X3",protein binding,molecular_function
XM_038064926.1,GO:0000139,LOC119657814,sugar transporter SWEET1-like,Golgi membrane,cellular_component
XM_038064927.1,GO:0016020,LOC119657816,"palmitoyltransferase ZDHHC8B, transcript variant X3",membrane,cellular_component
XM_038064928.1,GO:0016020,LOC119657816,"palmitoyltransferase ZDHHC8B, transcript variant X3",membrane,cellular_component
XM_038064929.1,GO:0016020,LOC119657816,"palmitoyltransferase ZDHHC8B, transcript variant X3",membrane,cellular_component
XM_038064930.1,GO:0004252,LOC119657815,"presenilins-associated rhomboid-like protein, mitochondrial",serine-type endopeptidase activity,molecular_function
XM_038064931.1,GO:0008061,LOC119657817,mucin-2-like,chitin binding,molecular_function
XM_038064932.1,GO:0005634,LOC119657818,protein hedgehog,nucleus,cellular_component
XM_038064933.1,GO:0005634,LOC119657819,negative elongation factor B,nucleus,cellular_component
XM_038064934.1,nan,,,,
XM_038064935.1,GO:0004767,LOC119657821,sphingomyelin phosphodiesterase-like,sphingomyelin phosphodiesterase activity,molecular_function
XM_038064936.1,nan,,,,
XM_038064937.1,GO:0005576,LOC119657823,cecropin-1-like,extracellular region,cellular_component
XM_038064938.1,nan,,,,
XM_038064939.1,nan,,,,
XM_038064940.1,nan,,,,
XM_038064941.1,GO:0004984,LOC119657826,"odorant receptor 47a-like, transcript variant X3",olfactory receptor activity,molecular_function
XM_038064942.1,nan,,,,
XM_038064943.1,GO:0004984,LOC119657826,"odorant receptor 47a-like, transcript variant X3",olfactory receptor activity,molecular_function
XM_038064944.1,GO:0004984,LOC119657826,"odorant receptor 47a-like, transcript variant X3",olfactory receptor activity,molecular_function
XM_038064945.1,GO:0003723,LOC119657827,mRNA cap guanine-N7 methyltransferase,RNA binding,molecular_function
XM_038064946.1,GO:0005634,LOC119657828,uncharacterized LOC119657828,nucleus,cellular_component
XM_038064947.1,GO:0004767,LOC119657829,sphingomyelin phosphodiesterase-like,sphingomyelin phosphodiesterase activity,molecular_function
XM_038064948.1,GO:0002376,LOC119657830,cecropin-like peptide 1,immune system process,biological_process
XM_038064949.1,nan,,,,
XM_038064950.1,nan,,,,
XM_038064951.1,GO:0005515,LOC119657834,"BTB/POZ domain-containing protein 17, transcript variant X2",protein binding,molecular_function
XM_038064952.1,GO:0003677,LOC119657831,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",DNA binding,molecular_function
XM_038064953.1,GO:0005515,LOC119657834,"BTB/POZ domain-containing protein 17, transcript variant X2",protein binding,molecular_function
XM_038064954.1,nan,,,,
XM_038064955.1,nan,,,,
XM_038064956.1,GO:0006836,LOC119657836,"syntaxin-4, transcript variant X2",neurotransmitter transport,biological_process
XM_038064957.1,GO:0006836,LOC119657836,"syntaxin-4, transcript variant X2",neurotransmitter transport,biological_process
XM_038064958.1,GO:0004252,LOC119657837,"uncharacterized LOC119657837, transcript variant X3",serine-type endopeptidase activity,molecular_function
XM_038064959.1,GO:0004252,LOC119657837,"uncharacterized LOC119657837, transcript variant X3",serine-type endopeptidase activity,molecular_function
XM_038064960.1,GO:0004252,LOC119657837,"uncharacterized LOC119657837, transcript variant X3",serine-type endopeptidase activity,molecular_function
XM_038064961.1,GO:0006629,LOC119657838,short-chain-enoyl-CoA hydratase-like,lipid metabolic process,biological_process
XM_038064962.1,nan,,,,
XM_038064963.1,nan,,,,
XM_038064964.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064965.1,GO:0042302,LOC119657842,pro-resilin-like,structural constituent of cuticle,molecular_function
XM_038064966.1,GO:0007165,LOC119657844,rac GTPase-activating protein 1,signal transduction,biological_process
XM_038064967.1,GO:0000049,LOC119657845,tRNA (guanine-N(7)-)-methyltransferase,tRNA binding,molecular_function
XM_038064968.1,nan,,,,
XM_038064969.1,GO:0016020,LOC119657847,protein THEM6,membrane,cellular_component
XM_038064970.1,GO:0005515,LOC119657848,"FHA domain-containing protein DDL, transcript variant X2",protein binding,molecular_function
XM_038064971.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064972.1,GO:0005515,LOC119657848,"FHA domain-containing protein DDL, transcript variant X2",protein binding,molecular_function
XM_038064973.1,GO:0044528,LOC119657850,FAST kinase domain-containing protein 4,regulation of mitochondrial mRNA stability,biological_process
XM_038064974.1,nan,,,,
XM_038064975.1,GO:0003006,LOC119657852,uncharacterized LOC119657852,developmental process involved in reproduction,biological_process
XM_038064976.1,GO:0005515,LOC119657853,WD repeat-containing protein 36,protein binding,molecular_function
XM_038064977.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064978.1,GO:0005509,LOC119657854,"SPARC, transcript variant X1",calcium ion binding,molecular_function
XM_038064979.1,GO:0005509,LOC119657854,"SPARC, transcript variant X1",calcium ion binding,molecular_function
XM_038064980.1,GO:0003824,LOC119657855,probable 4-coumarate--CoA ligase 3,catalytic activity,molecular_function
XM_038064981.1,GO:0003824,LOC119657856,tyrosine aminotransferase,catalytic activity,molecular_function
XM_038064982.1,nan,,,,
XM_038064983.1,nan,,,,
XM_038064984.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064985.1,nan,,,,
XM_038064986.1,GO:0005737,LOC119657860,uncharacterized LOC119657860,cytoplasm,cellular_component
XM_038064987.1,nan,,,,
XM_038064988.1,nan,,,,
XM_038064989.1,GO:0000166,LOC119657864,tubulin glycylase 3B-like,nucleotide binding,molecular_function
XM_038064990.1,GO:0005576,LOC119657865,mucin-5AC-like,extracellular region,cellular_component
XM_038064991.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064992.1,GO:0005576,LOC119657866,uncharacterized LOC119657866,extracellular region,cellular_component
XM_038064993.1,nan,,,,
XM_038064994.1,nan,,,,
XM_038064995.1,nan,,,,
XM_038064996.1,GO:0004930,LOC119657870,"sex peptide receptor, transcript variant X1",G protein-coupled receptor activity,molecular_function
XM_038064997.1,GO:0004930,LOC119657870,"sex peptide receptor, transcript variant X1",G protein-coupled receptor activity,molecular_function
XM_038064998.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038064999.1,GO:0000786,LOC119657871,histone H2A-like,nucleosome,cellular_component
XM_038065000.1,GO:0000786,LOC119657872,histone H2B,nucleosome,cellular_component
XM_038065001.1,GO:0019991,LOC119657874,uncharacterized LOC119657874,septate junction assembly,biological_process
XM_038065002.1,GO:0006508,LOC119657875,"probable alpha-aspartyl dipeptidase, transcript variant X4",proteolysis,biological_process
XM_038065003.1,GO:0006508,LOC119657875,"probable alpha-aspartyl dipeptidase, transcript variant X4",proteolysis,biological_process
XM_038065004.1,GO:0006508,LOC119657875,"probable alpha-aspartyl dipeptidase, transcript variant X4",proteolysis,biological_process
XM_038065005.1,GO:0006508,LOC119657875,"probable alpha-aspartyl dipeptidase, transcript variant X4",proteolysis,biological_process
XM_038065006.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038065007.1,GO:0003824,LOC119657876,probable RNA 3'-terminal phosphate cyclase-like protein,catalytic activity,molecular_function
XM_038065008.1,GO:0046872,LOC119657877,gametocyte-specific factor 1 homolog,metal ion binding,molecular_function
XM_038065009.1,GO:0000278,LOC119657878,G1/S-specific cyclin-D2,mitotic cell cycle,biological_process
XM_038065010.1,GO:0004029,LOC119657879,uncharacterized LOC119657879,aldehyde dehydrogenase (NAD+) activity,molecular_function
XM_038065011.1,GO:0005886,LOC119657880,transmembrane channel-like protein 5,plasma membrane,cellular_component
XM_038065012.1,GO:0004067,LOC119657881,probable isoaspartyl peptidase/L-asparaginase GA20639,asparaginase activity,molecular_function
XM_038065013.1,nan,,,,
XM_038065014.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038065015.1,nan,,,,
XM_038065016.1,GO:0000166,LOC119657883,"DNA ligase 1, transcript variant X1",nucleotide binding,molecular_function
XM_038065017.1,GO:0000166,LOC119657883,"DNA ligase 1, transcript variant X1",nucleotide binding,molecular_function
XM_038065018.1,GO:0000166,LOC119657883,"DNA ligase 1, transcript variant X1",nucleotide binding,molecular_function
XM_038065019.1,GO:0000166,LOC119657883,"DNA ligase 1, transcript variant X1",nucleotide binding,molecular_function
XM_038065020.1,nan,,,,
XM_038065021.1,nan,,,,
XM_038065022.1,GO:0000166,LOC119657885,"glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",nucleotide binding,molecular_function
XM_038065023.1,GO:0005506,LOC119657859,indole-3-acetaldehyde oxidase-like,iron ion binding,molecular_function
XM_038065024.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038065025.1,GO:0003676,LOC119657886,"polymerase delta-interacting protein 3, transcript variant X2",nucleic acid binding,molecular_function
XM_038065026.1,GO:0003676,LOC119657886,"polymerase delta-interacting protein 3, transcript variant X2",nucleic acid binding,molecular_function
XM_038065027.1,GO:0005737,LOC119657887,"protein lava lamp, transcript variant X2",cytoplasm,cellular_component
XM_038065028.1,GO:0005737,LOC119657887,"protein lava lamp, transcript variant X2",cytoplasm,cellular_component
XM_038065029.1,GO:0005737,LOC119657887,"protein lava lamp, transcript variant X2",cytoplasm,cellular_component
XM_038065030.1,GO:0004518,LOC119657888,probable tyrosyl-DNA phosphodiesterase,nuclease activity,molecular_function
XM_038065031.1,nan,,,,
XM_038065032.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038065033.1,GO:0000166,LOC119657890,SUMO-conjugating enzyme UBC9-B,nucleotide binding,molecular_function
XM_038065034.1,nan,,,,
XM_038065035.1,nan,,,,
XM_038065036.1,nan,,,,
XM_038065037.1,nan,,,,
XM_038065038.1,GO:0003006,LOC119657894,"protein tramtrack, beta isoform, transcript variant X5",developmental process involved in reproduction,biological_process
XM_038065039.1,GO:0003006,LOC119657894,"protein tramtrack, beta isoform, transcript variant X5",developmental process involved in reproduction,biological_process
XM_038065040.1,GO:0005216,LOC119657839,"potassium voltage-gated channel protein Shaw, transcript variant X5",monoatomic ion channel activity,molecular_function
XM_038065041.1,GO:0003006,LOC119657894,"protein tramtrack, beta isoform, transcript variant X5",developmental process involved in reproduction,biological_process
