Gene,Ant_MF1,Ant_MF2,Ant_MF3,Ant_VF1,Ant_VF2,Ant_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038046647.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046648.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046649.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046650.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046651.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046652.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046653.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046654.1,5478.338641,4368.505054,4599.801104,4342.711332,4408.349119,3770.800577,nan,4473.307441,-0.188857962,0.140114731,-1.347880842,0.177696711,0.68745855
XM_038046655.1,655.6354646,672.1679367,606.4763805,668.4640585,630.0636909,639.1858233,nan,642.5851901,0.019066776,0.154801656,0.123169072,0.901973216,0.98245962
XM_038046656.1,549.364881,561.8995492,492.4522109,283.5209628,477.0032934,392.8123403,nan,457.0312924,-0.4583235,0.221559689,-2.068623138,0.038581465,0.342948068
XM_038046657.1,549.364881,561.8995492,492.4522109,283.5209628,477.0032934,392.8123403,nan,457.0312924,-0.4583235,0.221559689,-2.068623138,0.038581465,0.342948068
XM_038046658.1,927.6161106,1266.913389,1042.742769,1313.877632,1070.374423,1098.29143,nan,1116.333357,0.120793303,0.177218772,0.681605575,0.495488389,0.907284205
XM_038046659.1,24.31615047,29.32669881,37.18179445,10.37271815,26.20897217,30.6730039,nan,26.05399486,-0.412530261,0.638392613,-0.646201495,0.518148871,0.91845614
XM_038046660.1,927.6161106,1266.913389,1042.742769,1313.877632,1070.374423,1098.29143,nan,1116.333357,0.120793303,0.177218772,0.681605575,0.495488389,0.907284205
XM_038046661.1,304.40218,253.3826777,158.642323,275.4532931,339.6682793,310.687846,nan,272.4820864,0.389884929,0.268028846,1.454637943,0.145769521,0.638053526
XM_038046662.1,0,8.211475666,0,0,0,2.968355216,nan,1.825236159,-1.401265789,3.059502136,-0.458004514,0.646949198,NA
XM_038046663.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046664.1,692.5599894,559.5534133,638.7006024,517.4833832,637.4022031,513.5254524,nan,590.5397848,-0.165249411,0.179972288,-0.918193644,0.358517496,0.846476589
XM_038046665.1,691.6593912,559.5534133,638.7006024,517.4833832,637.4022031,513.5254524,nan,590.3767562,-0.164495156,0.17986827,-0.914531263,0.360437758,0.846476589
XM_038046666.1,692.5599894,559.5534133,638.7006024,517.4833832,637.4022031,513.5254524,nan,590.5397848,-0.165249411,0.179972288,-0.918193644,0.358517496,0.846476589
XM_038046667.1,192.7280074,204.1138237,199.1291658,270.8431961,265.2347983,230.5422551,nan,226.4483759,0.380153464,0.219152991,1.734648755,0.082803038,0.498184098
XM_038046668.1,163.9088661,158.3641736,160.2948472,203.9967903,227.4938784,181.0696682,nan,181.7069059,0.360779514,0.240195726,1.502023035,0.13309116,0.60950061
XM_038046669.1,24.31615047,45.74965014,36.35553235,12.67776663,46.12779101,20.77848651,nan,30.85521343,-0.394269378,0.636044639,-0.619876899,0.535338836,0.921913945
XM_038046670.1,1.801196331,0,6.61009679,1.152524239,11.53194775,15.83122782,nan,6.326948409,1.696815448,1.49069829,1.138268863,0.255008231,0.77499622
XM_038046671.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046672.1,2.701794497,18.76908724,5.783834692,0,1.048358887,1.978903478,nan,5.133883569,-3.210322254,1.584697665,-2.025826329,0.042782585,0.359467421
XM_038046673.1,29.71973947,37.53817447,19.83029037,14.98281511,47.1761499,17.8101313,nan,27.84287209,-0.122523623,0.654397258,-0.18723126,0.851479316,0.976889185
XM_038046674.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046675.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046676.1,3086.349914,3427.704557,3259.60398,2967.749915,3436.520431,3277.064159,nan,3229.8828,0.002077141,0.12823863,0.016197465,0.987076858,0.999568951
XM_038046677.1,3086.349914,3427.704557,3259.60398,2967.749915,3436.520431,3277.064159,nan,3229.8828,0.002077141,0.12823863,0.016197465,0.987076858,0.999568951
XM_038046678.1,103.568789,99.71077595,131.3756737,148.6756268,91.20722314,131.5970813,nan,117.4931072,0.167577711,0.323671938,0.517739388,0.604640113,0.936291611
XM_038046679.1,134.1891267,306.1707356,149.5534399,231.657372,157.253833,109.829143,nan,180.8485068,-0.225887005,0.384297385,-0.5877922,0.55667178,0.928302962
XM_038046680.1,134.1891267,304.9976676,148.7271778,231.657372,154.1087563,109.829143,nan,180.0180172,-0.229617374,0.384931048,-0.596515598,0.550830837,0.926690321
XM_038046681.1,137.7915193,317.9014151,157.8160609,231.657372,159.3505508,114.7764017,nan,185.9875972,-0.263421559,0.378065135,-0.696762368,0.48595152,0.903674176
XM_038046682.1,1798.494537,1499.180843,1278.227467,1950.071012,1693.099602,1597.964558,nan,1629.399128,0.214540671,0.16756088,1.28037446,0.200413472,0.713764117
XM_038046683.1,258.4716735,242.8250661,225.569553,240.8775659,309.2658716,208.7743169,nan,246.6024484,0.078550419,0.236393,0.332287416,0.739672241,0.960710314
XM_038046684.1,506.1361691,553.6880735,586.6460901,516.330859,396.2796592,532.3250355,nan,513.2017019,-0.173531733,0.193333728,-0.897576098,0.369411587,0.851349164
XM_038046685.1,16.21076698,12.90374748,38.83431864,28.81310597,6.29015332,20.77848651,nan,20.62811966,-0.265291938,0.79755265,-0.332632508,0.739411702,0.960710314
XM_038046686.1,0,0,0,0,0,0,OR82,0,NA,NA,NA,NA,NA
XM_038046687.1,319.7123488,270.978697,216.4806699,228.1997993,188.7045996,154.3544713,nan,228.3757084,-0.480460623,0.260810741,-1.842181121,0.065448661,0.445852861
XM_038046688.1,1414.839718,1411.200747,1458.352604,1310.42006,1138.517751,1362.475044,nan,1343.62804,-0.152185937,0.14241712,-1.068593,0.285253104,0.804779928
XM_038046689.1,365.6428552,316.7283471,426.351243,549.7540619,343.8617148,491.7575142,nan,414.7004942,0.338515604,0.235170362,1.439448413,0.150023516,0.646167961
XM_038046690.1,896.0951748,875.1086924,1469.920274,821.7497823,742.2380918,1193.278797,nan,996.3001971,-0.218992508,0.248895391,-0.879857628,0.378936442,0.854675795
XM_038046691.1,69.34605875,100.8838439,66.1009679,41.4908726,51.36958545,28.69410042,nan,59.15634573,-0.948255779,0.429837359,-2.206080411,0.02737837,0.287688448
XM_038046692.1,1576.947388,1593.026279,1588.075754,963.5102637,1652.213605,1495.061577,nan,1471.243558,-0.19556566,0.197758849,-0.988909779,0.322707286,0.833807269
XM_038046693.1,1667.007205,1664.583424,1654.176722,984.2557,1693.099602,1574.217716,nan,1532.195537,-0.214686401,0.199568081,-1.075755196,0.282036755,0.801807714
XM_038046694.1,1559.836023,1547.276629,1553.372746,935.8496819,1635.439863,1459.441315,nan,1441.491931,-0.19421799,0.200730598,-0.96755548,0.333266421,0.835663766
XM_038046695.1,1493.191759,1500.353911,1483.966729,902.426479,1575.683407,1392.158596,nan,1384.594616,-0.194882926,0.20083083,-0.97038351,0.331855365,0.835663766
XM_038046696.1,1493.191759,1500.353911,1483.966729,902.426479,1575.683407,1392.158596,nan,1384.594616,-0.194882926,0.20083083,-0.97038351,0.331855365,0.835663766
XM_038046697.1,1007.769347,964.2618568,1000.603402,873.613373,946.6680747,1157.658534,nan,988.0434106,0.019328311,0.162404044,0.119013731,0.905264477,0.982690738
XM_038046698.1,106.2705835,55.13419376,80.97368568,78.37164824,84.91706982,112.7974982,nan,85.96171516,0.208014885,0.37824446,0.549948268,0.582354857,0.930669415
XM_038046699.1,0,2.346135905,0,6.915145433,2.096717773,0,nan,1.836969978,2.186524311,2.678938594,0.81619053,0.414391172,NA
XM_038046700.1,0,2.346135905,0,6.915145433,2.096717773,0,nan,1.836969978,2.186524311,2.678938594,0.81619053,0.414391172,NA
XM_038046701.1,5059.560494,5746.859898,4883.209004,5626.623334,6493.534944,6828.206449,nan,5752.942729,0.288409132,0.136048726,2.119895873,0.034014828,0.325643673
XM_038046702.1,11.70777615,9.384543619,30.57169766,14.98281511,31.4507666,13.85232434,nan,18.61622395,0.216865242,0.778609758,0.2785288,0.78060646,0.96344372
XM_038046703.1,5059.560494,5746.859898,4883.209004,5626.623334,6493.534944,6828.206449,nan,5752.942729,0.288409132,0.136048726,2.119895873,0.034014828,0.325643673
XM_038046704.1,1536.420471,1817.082258,1395.556685,1092.592978,1212.951232,1322.896975,nan,1389.603401,-0.371629367,0.160506544,-2.315353358,0.020593602,0.245282146
XM_038046705.1,1536.420471,1815.90919,1394.730423,1092.592978,1212.951232,1322.896975,nan,1389.271229,-0.371017959,0.160505505,-2.31155909,0.020801993,0.246331571
XM_038046706.1,1536.420471,1817.082258,1395.556685,1092.592978,1212.951232,1322.896975,nan,1389.603401,-0.371629367,0.160506544,-2.315353358,0.020593602,0.245282146
XM_038046707.1,1561.637219,1858.139636,1430.259693,1134.083851,1259.079023,1351.591075,nan,1425.655476,-0.356641685,0.158780327,-2.246132706,0.024695509,0.271601769
XM_038046708.1,344.9290974,302.6515317,290.8442588,191.3190236,358.5387392,261.215259,nan,290.1589535,-0.195420847,0.261382492,-0.747643219,0.454675389,0.884510138
XM_038046709.1,67.54486242,8.211475666,22.30907667,16.13533934,37.74091992,14.84177608,nan,27.57778244,-0.483583877,0.797145038,-0.606644781,0.544086675,0.924523697
XM_038046710.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046711.1,737.5898976,819.9744987,861.791369,909.3416245,774.7372173,867.7491749,nan,825.8723764,0.09258583,0.160450426,0.577036985,0.563914471,0.928302962
XM_038046712.1,905.1011564,673.3410046,714.7167155,857.4780337,658.3693808,687.6689585,nan,746.0412063,-0.039340066,0.189010284,-0.20813717,0.835121865,0.974941201
XM_038046713.1,1143.75967,902.0892553,939.4600063,1076.457639,781.0273706,842.0234297,nan,943.1218402,-0.127003002,0.183593021,-0.691763779,0.489085686,0.905340102
XM_038046714.1,1593.158155,1370.143368,1705.404972,1956.986158,1763.339647,1858.190365,nan,1702.038715,0.273430577,0.145696825,1.876709241,0.060557955,0.434725139
XM_038046715.1,1289.656573,1076.87638,1127.847765,1260.861517,952.958228,954.8209279,nan,1105.858197,-0.123427952,0.17269977,-0.71469668,0.474796489,0.895840154
XM_038046716.1,2183.049953,1688.044783,1590.55454,2065.323436,2116.636592,2036.291678,nan,1938.504907,0.205169373,0.154479485,1.328133463,0.18413402,0.697361773
XM_038046717.1,277.384235,275.6709688,207.3917868,266.2330992,226.4455195,316.6245564,nan,260.4443208,0.108120111,0.2408162,0.448973577,0.653450718,0.944412308
XM_038046718.1,313.4081616,315.5552792,351.9876541,459.8571713,315.5560249,389.8439851,nan,356.7767561,0.265914866,0.216108351,1.230470109,0.218521114,0.737812502
XM_038046719.1,652.0330719,719.0906548,630.4379814,449.4844532,431.9238613,432.3904098,nan,549.5158499,-0.591346685,0.164134428,-3.60281931,0.000314784,0.012054453
XM_038046720.1,651.1324737,717.9175868,629.6117193,449.4844532,431.9238613,432.3904098,nan,549.1873208,-0.589910422,0.16408927,-3.595057878,0.000324319,0.012355794
XM_038046721.1,651.1324737,717.9175868,629.6117193,449.4844532,431.9238613,432.3904098,nan,549.1873208,-0.589910422,0.16408927,-3.595057878,0.000324319,0.012355794
XM_038046722.1,651.1324737,717.9175868,629.6117193,449.4844532,431.9238613,432.3904098,nan,549.1873208,-0.589910422,0.16408927,-3.595057878,0.000324319,0.012355794
XM_038046723.1,0,8.211475666,2.478786296,24.20300902,0,0,nan,5.681656691,1.280163407,2.043396359,0.626488053,0.53099487,0.919723884
XM_038046724.1,6.304187159,4.692271809,12.39393148,0,6.29015332,0,IR70,4.802366131,-1.931098861,1.672793668,-1.154415453,0.248329883,0.770108638
XM_038046725.1,415.1757543,391.8046961,389.9957106,351.5198928,278.8634639,375.9916607,nan,365.7228188,-0.232112312,0.201417255,-1.152395365,0.249158645,0.771159219
XM_038046726.1,933.0196996,520.8421708,599.8662837,554.3641589,669.9013286,575.860912,nan,638.7564006,-0.171550828,0.229406815,-0.747801796,0.454579719,0.884510138
XM_038046727.1,1.801196331,2.346135905,0,0,1.048358887,0,nan,0.82316407,-1.873127429,3.493547674,-0.536167702,0.591842653,NA
XM_038046728.1,2754.929789,2676.941067,2982.806177,2921.648945,2720.491311,3108.857363,nan,2850.58127,0.072743267,0.129899074,0.559998353,0.575480561,0.929567809
XM_038046729.1,2754.929789,2676.941067,2982.806177,2921.648945,2720.491311,3108.857363,nan,2850.58127,0.072743267,0.129899074,0.559998353,0.575480561,0.929567809
XM_038046730.1,2754.929789,2676.941067,2982.806177,2921.648945,2720.491311,3108.857363,nan,2850.58127,0.072743267,0.129899074,0.559998353,0.575480561,0.929567809
XM_038046731.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046732.1,6.304187159,0,0,0,0,0.989451739,nan,1.145249238,-2.447603675,3.58160708,-0.683381404,0.494365867,NA
XM_038046733.1,6.304187159,0,0,0,0,0.989451739,nan,1.145249238,-2.447603675,3.58160708,-0.683381404,0.494365867,NA
XM_038046734.1,8.105383491,8.211475666,15.69897988,1.152524239,12.58030664,7.91561391,nan,8.958651721,-0.530359042,1.092195803,-0.485589709,0.627258095,0.941634354
XM_038046735.1,8353.948584,8366.320636,7809.829358,8347.733062,8484.36847,8639.892583,nan,8300.803296,0.071048416,0.109089018,0.65128843,0.514860316,0.916997051
XM_038046736.1,8353.948584,8366.320636,7809.829358,8347.733062,8484.36847,8639.892583,nan,8300.803296,0.071048416,0.109089018,0.65128843,0.514860316,0.916997051
XM_038046737.1,8353.948584,8366.320636,7809.829358,8347.733062,8484.36847,8639.892583,nan,8300.803296,0.071048416,0.109089018,0.65128843,0.514860316,0.916997051
XM_038046738.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046739.1,0,0,0.826262099,0,0,0.989451739,nan,0.333748912,0.016441277,4.080472857,0.004029258,0.996785126,NA
XM_038046740.1,1236.521281,1262.221117,1407.124354,1346.148311,1285.287995,1400.07421,nan,1318.08602,0.061373431,0.140537991,0.436703492,0.662326396,0.948968363
XM_038046741.1,784.4210022,694.4562278,717.1955018,890.9012366,786.269165,858.8441093,nan,785.656522,0.225552341,0.152899295,1.475169264,0.140167043,0.625843173
XM_038046742.1,784.4210022,694.4562278,717.1955018,890.9012366,786.269165,858.8441093,nan,785.656522,0.225552341,0.152899295,1.475169264,0.140167043,0.625843173
XM_038046743.1,257.5710754,159.5372415,160.2948472,142.9130056,162.4956274,116.7553052,nan,165.6442924,-0.434991766,0.298298104,-1.458245158,0.144772981,0.637579977
XM_038046744.1,153.1016882,111.4414555,156.1635367,177.4887328,132.0932197,138.5232434,nan,144.1437141,0.110346825,0.289792451,0.380778811,0.703367383,0.95202173
XM_038046745.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046746.1,218.8453542,374.2086768,239.6160086,266.2330992,272.5733105,228.5633517,nan,265.8120164,-0.101891991,0.264196524,-0.385667417,0.699742997,0.95202173
XM_038046747.1,218.8453542,374.2086768,239.6160086,266.2330992,272.5733105,228.5633517,nan,265.8120164,-0.101891991,0.264196524,-0.385667417,0.699742997,0.95202173
XM_038046748.1,218.8453542,374.2086768,239.6160086,266.2330992,272.5733105,228.5633517,nan,265.8120164,-0.101891991,0.264196524,-0.385667417,0.699742997,0.95202173
XM_038046749.1,218.8453542,374.2086768,239.6160086,266.2330992,272.5733105,228.5633517,nan,265.8120164,-0.101891991,0.264196524,-0.385667417,0.699742997,0.95202173
XM_038046750.1,218.8453542,374.2086768,239.6160086,266.2330992,272.5733105,228.5633517,nan,265.8120164,-0.101891991,0.264196524,-0.385667417,0.699742997,0.95202173
XM_038046751.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046752.1,336.8237139,347.2281139,477.5794931,1032.661718,479.1000112,734.1731902,nan,567.4509022,0.967128922,0.27607731,3.503109047,0.000459861,0.016995766
XM_038046753.1,195.4298019,904.4353912,252.8362022,409.1461048,295.637206,362.1393364,nan,401.8012245,-0.326975605,0.694063229,-0.471103483,0.637566838,0.942882695
XM_038046754.1,20.71375781,2.346135905,8.262620988,8.067669672,8.386871093,4.947258694,nan,8.593644916,-0.538299571,1.100929189,-0.488950222,0.624876939,0.94141976
XM_038046755.1,419.6787452,646.3604417,527.155219,448.3319289,437.1656557,538.2617459,nan,500.8175953,-0.147681065,0.215293118,-0.685953485,0.492742441,0.90668158
